"id","title","author","year"
4542,"A Novo Tesouro","Nelson Vieira",2018
4543,"O Segundo Jogador","Davi Cardoso",2015
4544,"O Primeiro Caminho","José Araújo",2022
4545,"A Grande Ditador","Léo Neves",2013
4546,"O Pequeno Casa","Flávio Sampaio",2013
4547,"O Quarto Mistério","Mônica Rocha",2022
4548,"O Sensasional Ditador","Ricardo Nunes",2020
4549,"O Encontrado Jogador","Natália Costa",2015
4550,"O Segundo Médico","Davi Santos",2013
4551,"O Perdido Mistério","Rebeca Campos",2012
4552,"O Velho Imperador","Erick Pinheiro",2022
4553,"O Terceiro Filosofo","Ivana Dias",2016
4554,"A Novo Jogador","Luiza Santos",2019
4555,"A Pequeno Mestre","Bruno Teixeira",2019
4556,"O Sensasional Sonho","Cássio Silva",2018
4557,"O Quarto Segredo","Vitória Neves",2020
4558,"A Primeiro Tesouro","Giovanna Marques",2023
4559,"A Segundo Ditador","Lívia Monteiro",2022
4560,"A Último Mansao","Elias Costa",2013
4561,"A Quarto Filosofo","Simone Medeiros",2010
4562,"O Encontrado Desafio","Carlos Correia",2021
4563,"O Segundo Tesouro","Rodrigo Teixeira",2018
4564,"O Segundo Mestre","Isadora Andrade",2015
4565,"A Grande Caminho","Francisco Braga",2023
4566,"A Grande Destino","Geraldo Ribeiro",2021
4567,"A Quarto Mansao","Vitor Costa",2019
4568,"A Sensasional Jogador","Vitória Barros",2013
4569,"O Pequeno Ditador","Nathalia Leal",2019
4570,"A Velho Caminho","Pedro Campos",2017
4571,"A Primeiro Casa","Mariana Medeiros",2023
4572,"A Encontrado Imperador","Rafaela Oliveira",2019
4573,"A Velho Sonho","Vitor Moura",2013
4574,"O Novo Destino","Rodrigo Oliveira",2013
4575,"A Último Jogador","Eliane Araújo",2022
4576,"A Grande Caminho","Rafael Teixeira",2023
4577,"A Primeiro Sonho","Rebeca Freitas",2010
4578,"A Terceiro Tesouro","Elias Melo",2017
4579,"A Grande Tesouro","Marcelo Ramalho",2021
4580,"O Quarto Casa","Stella Moura",2021
4581,"O Segundo Ditador","Gabriel Gomes",2014
4582,"O Terceiro Sonho","Tereza Santos",2022
4583,"O Encontrado Desafio","Marcelo Coutinho",2013
4584,"A Sensasional Caminho","Eduardo Rodrigues",2013
4585,"O Segundo Desafio","Raquel Tavares",2019
4586,"O Novo Sonho","Enzo Borges",2010
4587,"O Sensasional Ditador","Eliane Ferreira",2022
4588,"O Primeiro Médico","Elaine Lopes",2023
4589,"A Grande Amor","Marcelo Martins",2023
4590,"A Novo Mestre","Vitória Moura",2015
4591,"O Velho Casa","Evelyn Fonseca",2010
4592,"A Encontrado Amor","Otávio Almeida",2023
4593,"O Velho Mistério","Bruno Carvalho",2011
4594,"A Segundo Caminho","Débora Barros",2023
4595,"O Velho Médico","Ivan Nunes",2022
4596,"O Terceiro Sonho","Guilherme Andrade",2010
4597,"O Perdido Tesouro","Rafaela Tavares",2022
4598,"A Pequeno Médico","Stella Costa",2018
4599,"A Sensasional Casa","Francisco Mendes",2020
4600,"A Perdido Filosofo","Giovanna Neves",2019
4601,"A Encontrado Filosofo","Marcos Pires",2020
4602,"A Quarto Casa","Rosana Santos",2016
4603,"O Perdido Ditador","Evelyn Teixeira",2010
4604,"A Pequeno Tesouro","Mônica Pereira",2022
4605,"A Sensasional Caminho","Pâmela Vieira",2022
4606,"O Encontrado Tesouro","Enzo Azevedo",2023
4607,"O Segundo Filosofo","Raul Santos",2010
4608,"O Perdido Casa","José Lima",2016
4609,"A Segundo Imperador","Eduardo Almeida",2015
4610,"O Sensasional Destino","Larissa Cardoso",2021
4611,"A Primeiro Mistério","Tatiana Silva",2015
4612,"A Segundo Segredo","Bruno Mendes",2017
4613,"O Velho Imperador","Mariana Marques",2015
4614,"O Pequeno Mansao","Rafael Borges",2012
4615,"A Encontrado Amor","Carlos Coutinho",2023
4616,"O Quarto Imperador","Leonardo Oliveira",2020
4617,"A Último Destino","Valdir Melo",2016
4618,"O Primeiro Mestre","Cássio Moura",2023
4619,"A Grande Mistério","Guilherme Cavalcanti",2011
4620,"O Pequeno Jogador","Renata Machado",2011
4621,"O Primeiro Jogador","Luiza Borges",2019
4622,"O Último Ditador","Priscila Almeida",2021
4623,"A Novo Destino","Lívia Gomes",2015
4624,"O Perdido Filosofo","Larissa Freitas",2021
4625,"A Grande Filosofo","Carolina Borges",2011
4626,"O Segundo Imperador","Aline Sampaio",2018
4627,"A Perdido Mistério","Raquel Marques",2012
4628,"O Quarto Amor","Nathalia Costa",2011
4629,"O Segundo Desafio","Isaac Braga",2012
4630,"O Quarto Casa","Vitor Batista",2017
4631,"O Pequeno Filosofo","Sandra Freitas",2022
4632,"A Terceiro Casa","Yasmin Souza",2021
4633,"O Velho Desafio","Iris Ramalho",2021
4634,"A Encontrado Mansao","Fábio Moura",2019
4635,"O Pequeno Desafio","Antônio Oliveira",2017
4636,"A Último Imperador","Marcelo Azevedo",2021
4637,"O Sensasional Destino","Thiago Tavares",2021
4638,"A Encontrado Mistério","Isabela Marques",2020
4639,"O Sensasional Filosofo","Valéria Marques",2015
4640,"O Encontrado Ditador","João Rodrigues",2018
4641,"O Último Caminho","Maitê Araújo",2022
4642,"O Quarto Amor","Nathalia Moura",2014
4643,"A Segundo Tesouro","Elaine Rocha",2016
4644,"O Segundo Filosofo","Lívia Moura",2010
4645,"A Sensasional Imperador","Iris Cardoso",2011
4646,"O Sensasional Mansao","Gabriel Ramalho",2021
4647,"A Terceiro Mistério","Antônio Braga",2022
4648,"A Encontrado Tesouro","Igor Vieira",2013
4649,"A Primeiro Mistério","Maurício Santos",2017
4650,"O Primeiro Destino","Aline Ferreira",2012
4651,"A Sensasional Jogador","Adriana Moura",2016
4652,"A Primeiro Caminho","Felipe Machado",2018
4653,"A Quarto Desafio","Vitória Braga",2014
4654,"A Segundo Tesouro","Marcos Ramalho",2023
4655,"A Perdido Filosofo","Marcos Lima",2011
4656,"O Pequeno Segredo","Renata Monteiro",2015
4657,"O Grande Ditador","Giovanna Nunes",2018
4658,"O Novo Destino","Hugo Ferreira",2011
4659,"A Sensasional Casa","Natália Teixeira",2015
4660,"O Segundo Desafio","Bianca Martins",2014
4661,"A Pequeno Jogador","Gabriela Braga",2010
4662,"O Quarto Destino","André Araújo",2012
4663,"O Perdido Mestre","Rebeca Rocha",2018
4664,"O Perdido Mistério","Isadora Ferreira",2015
4665,"O Pequeno Mistério","Francisco Leal",2016
4666,"O Pequeno Desafio","Ivana Dias",2023
4667,"A Último Segredo","José Pires",2023
4668,"A Sensasional Filosofo","Eliane Martins",2011
4669,"O Sensasional Jogador","Ivan Andrade",2016
4670,"O Último Imperador","Francisco Gomes",2011
4671,"O Segundo Mestre","Simone Marques",2020
4672,"O Encontrado Mestre","Adriana Barros",2014
4673,"O Velho Segredo","Mariana Batista",2020
4674,"O Pequeno Segredo","Nicole Cavalcanti",2018
4675,"O Segundo Caminho","Beatriz Silva",2017
4676,"A Encontrado Jogador","Rebeca Dias",2013
4677,"O Pequeno Mistério","Gabriela Nunes",2015
4678,"A Novo Destino","Enzo Moura",2012
4679,"A Pequeno Caminho","Davi Rocha",2010
4680,"O Grande Tesouro","Leonardo Leal",2021
4681,"A Primeiro Médico","Giovanna Dias",2015
4682,"O Segundo Mestre","Adriana Costa",2011
4683,"O Novo Ditador","Cristina Borges",2017
4684,"A Terceiro Mestre","Raul Sampaio",2012
4685,"A Encontrado Sonho","Bianca Leal",2014
4686,"A Encontrado Mestre","Raul Azevedo",2023
4687,"A Sensasional Sonho","Valéria Silva",2014
4688,"O Último Mestre","Cássio Pires",2022
4689,"A Novo Casa","Diego Pinheiro",2016
4690,"A Grande Médico","Giovanna Mendes",2014
4691,"O Novo Segredo","José Pereira",2019
4692,"A Velho Sonho","Sabrina Araújo",2014
4693,"O Pequeno Amor","Eduardo Marques",2022
4694,"A Novo Jogador","Tatiana Medeiros",2018
4695,"A Pequeno Sonho","Felipe Almeida",2015
4696,"A Quarto Ditador","Lucas Fonseca",2010
4697,"A Sensasional Imperador","José Batista",2014
4698,"A Grande Desafio","Carlos Araújo",2019
4699,"O Último Ditador","Yasmin Silva",2016
4700,"O Perdido Imperador","Rodrigo Rocha",2014
4701,"O Velho Mestre","Isabela Lima",2021
4702,"O Perdido Mestre","Gabriela Nunes",2019
4703,"O Quarto Médico","Isadora Almeida",2019
4704,"O Quarto Mestre","Roberta Nunes",2023
4705,"A Primeiro Médico","Geraldo Pereira",2018
4706,"A Encontrado Filosofo","Léo Nunes",2011
4707,"A Velho Casa","Raquel Pereira",2022
4708,"O Pequeno Tesouro","Sabrina Braga",2018
4709,"A Grande Caminho","Yasmin Pires",2017
4710,"A Quarto Caminho","Carlos Castro",2023
4711,"A Encontrado Mestre","Fábio Cardoso",2017
4712,"O Velho Segredo","Fernanda Cardoso",2016
4713,"O Novo Filosofo","Clarice Carvalho",2019
4714,"O Primeiro Ditador","Rafaela Neves",2017
4715,"O Último Desafio","Yasmin Martins",2018
4716,"O Velho Desafio","Natália Moura",2012
4717,"A Velho Desafio","Viviane Costa",2023
4718,"O Novo Filosofo","Leonardo Cardoso",2019
4719,"O Pequeno Caminho","Valdir Martins",2018
4720,"A Primeiro Mistério","Nicole Teixeira",2018
4721,"A Encontrado Mansao","Lívia Oliveira",2010
4722,"O Grande Mansao","Alice Medeiros",2019
4723,"O Último Mistério","Carolina Correia",2017
4724,"O Primeiro Amor","Valdir Ramalho",2011
4725,"O Novo Imperador","Leonardo Fonseca",2011
4726,"A Grande Filosofo","Lucas Pereira",2017
4727,"A Perdido Segredo","Enzo Martins",2013
4728,"O Sensasional Filosofo","Enzo Cavalcanti",2017
4729,"A Grande Segredo","Vitor Ramalho",2019
4730,"O Último Amor","Natália Costa",2012
4731,"A Primeiro Imperador","Antônio Freitas",2021
4732,"A Quarto Mansao","Pedro Cavalcanti",2014
4733,"A Grande Sonho","Daniel Martins",2020
4734,"O Primeiro Segredo","Nelson Sampaio",2022
4735,"O Quarto Mestre","Luiza Coutinho",2018
4736,"A Terceiro Mistério","Fábio Almeida",2016
4737,"A Primeiro Caminho","Clarice Batista",2016
4738,"A Terceiro Filosofo","Nicole Carvalho",2013
4739,"A Grande Ditador","Cristina Moura",2021
4740,"A Segundo Caminho","Marcela Vieira",2019
4741,"O Velho Caminho","Rosana Dias",2012
4742,"O Novo Jogador","Francisco Pinheiro",2011
4743,"A Grande Imperador","Fernanda Castro",2011
4744,"O Pequeno Mansao","Evelyn Sampaio",2014
4745,"O Grande Casa","Carlos Andrade",2017
4746,"O Primeiro Sonho","Fabrício Barros",2010
4747,"O Encontrado Desafio","Renata Sampaio",2011
4748,"O Perdido Desafio","Priscila Braga",2016
4749,"O Terceiro Caminho","Marcelo Mendes",2016
4750,"O Último Sonho","Felipe Oliveira",2010
4751,"A Velho Segredo","Rafaela Machado",2022
4752,"A Terceiro Desafio","Carolina Azevedo",2023
4753,"O Sensasional Jogador","Simone Barros",2023
4754,"O Perdido Filosofo","Felipe Azevedo",2011
4755,"A Grande Desafio","Helena Lopes",2012
4756,"A Primeiro Casa","Fábio Oliveira",2015
4757,"O Grande Filosofo","Sérgio Lima",2023
4758,"A Segundo Desafio","Natália Ribeiro",2023
4759,"A Pequeno Desafio","Lívia Neves",2012
4760,"A Quarto Médico","Rafael Melo",2021
4761,"O Terceiro Mansao","Elias Braga",2011
4762,"O Perdido Médico","Clarice Ramalho",2019
4763,"A Perdido Segredo","Sérgio Araújo",2012
4764,"A Segundo Filosofo","Valéria Monteiro",2022
4765,"A Sensasional Sonho","Pedro Campos",2016
4766,"O Terceiro Mansao","Beatriz Fonseca",2023
4767,"A Pequeno Destino","Davi Sampaio",2014
4768,"A Sensasional Mistério","Davi Ribeiro",2017
4769,"O Velho Amor","Débora Pinheiro",2020
4770,"O Novo Sonho","Tatiana Medeiros",2020
4771,"O Encontrado Médico","Tatiana Castro",2012
4772,"A Pequeno Imperador","Giovanna Ribeiro",2013
4773,"A Novo Ditador","Rosana Almeida",2014
4774,"A Velho Mestre","Viviane Costa",2016
4775,"A Terceiro Destino","Lauro Moura",2019
4776,"O Grande Tesouro","Igor Pinheiro",2010
4777,"A Quarto Destino","Raquel Souza",2018
4778,"A Segundo Filosofo","Pâmela Castro",2022
4779,"A Sensasional Mansao","Lauro Sampaio",2021
4780,"O Último Filosofo","Luiza Correia",2016
4781,"O Encontrado Caminho","Ivan Coutinho",2015
4782,"A Encontrado Jogador","Cristina Oliveira",2016
4783,"O Velho Tesouro","Fabrício Batista",2015
4784,"A Encontrado Destino","Débora Teixeira",2017
4785,"A Novo Ditador","Ivan Carvalho",2017
4786,"A Terceiro Amor","Bianca Costa",2016
4787,"A Grande Ditador","Juliano Santos",2014
4788,"O Último Tesouro","Valdir Moura",2014
4789,"A Primeiro Tesouro","Igor Gomes",2019
4790,"O Terceiro Caminho","Ana Vieira",2015
4791,"O Segundo Casa","Raquel Araújo",2018
4792,"O Pequeno Mistério","Rosana Ribeiro",2019
4793,"O Último Mansao","Eliane Andrade",2022
4794,"A Quarto Médico","Sérgio Carvalho",2022
4795,"O Sensasional Tesouro","Fábio Leal",2021
4796,"O Grande Jogador","Yasmin Araújo",2012
4797,"A Encontrado Desafio","Diogo Ferreira",2022
4798,"O Primeiro Imperador","Nathalia Correia",2013
4799,"O Grande Caminho","Geraldo Melo",2021
4800,"O Terceiro Desafio","Elias Vieira",2011
4801,"O Perdido Jogador","Maurício Campos",2021
4802,"O Pequeno Filosofo","Rafael Andrade",2010
4803,"O Velho Mestre","Larissa Borges",2012
4804,"A Velho Médico","Amanda Teixeira",2022
4805,"O Primeiro Sonho","Aline Castro",2023
4806,"O Pequeno Destino","Fernanda Borges",2017
4807,"O Perdido Filosofo","Raquel Souza",2014
4808,"O Velho Jogador","Rafael Carvalho",2023
4809,"A Grande Filosofo","Rebeca Mendes",2018
4810,"O Velho Amor","Ana Santos",2010
4811,"A Velho Segredo","Priscila Lopes",2013
4812,"A Velho Desafio","Isaac Gomes",2020
4813,"O Sensasional Destino","Renata Cavalcanti",2019
4814,"O Grande Destino","Thiago Andrade",2012
4815,"O Quarto Filosofo","Camila Nunes",2020
4816,"A Segundo Mistério","Ricardo Pinheiro",2022
4817,"A Encontrado Médico","Pedro Teixeira",2016
4818,"A Grande Tesouro","Pedro Ribeiro",2017
4819,"O Grande Filosofo","Otávio Lima",2023
4820,"O Segundo Mestre","Maurício Batista",2013
4821,"O Novo Imperador","Carolina Rocha",2020
4822,"A Perdido Desafio","Vanessa Monteiro",2016
4823,"O Velho Casa","Isadora Souza",2018
4824,"O Pequeno Imperador","Clarice Pereira",2010
4825,"O Terceiro Médico","Elias Correia",2022
4826,"O Encontrado Mistério","Júlia Ramalho",2019
4827,"A Sensasional Imperador","Elaine Marques",2021
4828,"O Velho Ditador","Marcos Correia",2023
4829,"O Terceiro Sonho","Simone Rocha",2013
4830,"O Pequeno Desafio","José Almeida",2020
4831,"A Pequeno Sonho","Renata Silva",2014
4832,"A Quarto Tesouro","Isabela Gomes",2011
4833,"O Sensasional Ditador","Juliano Souza",2019
4834,"A Último Mestre","Vanessa Ferreira",2011
4835,"O Grande Médico","Bruno Tavares",2018
4836,"A Perdido Mansao","Felipe Coutinho",2023
4837,"A Velho Amor","Vanessa Silva",2020
4838,"A Sensasional Destino","Natália Santos",2022
4839,"O Encontrado Ditador","Gustavo Santos",2012
4840,"O Grande Mansao","Mariana Azevedo",2020
4841,"O Último Mistério","João Rodrigues",2011
4842,"A Pequeno Tesouro","Pedro Teixeira",2021
4843,"O Velho Filosofo","Raul Pereira",2017
4844,"O Grande Ditador","Paulo Araújo",2012
4845,"A Segundo Segredo","João Andrade",2010
4846,"O Pequeno Imperador","Simone Leal",2023
4847,"A Primeiro Mestre","Evelyn Borges",2018
4848,"A Encontrado Amor","Felipe Souza",2023
4849,"A Velho Filosofo","Débora Teixeira",2014
4850,"O Sensasional Casa","Enzo Vieira",2013
4851,"A Último Mestre","Nicole Marques",2021
4852,"A Sensasional Ditador","Nathalia Fonseca",2023
4853,"O Velho Médico","Cássio Moura",2012
4854,"A Último Destino","Hugo Santos",2013
4855,"O Quarto Mistério","Tatiana Machado",2023
4856,"O Pequeno Filosofo","Alice Neves",2015
4857,"A Último Sonho","Débora Pires",2012
4858,"O Sensasional Amor","Davi Oliveira",2023
4859,"A Quarto Caminho","Renata Vieira",2021
4860,"A Último Amor","Otávio Braga",2018
4861,"O Novo Ditador","Daniel Santos",2021
4862,"A Encontrado Jogador","Nicole Campos",2015
4863,"O Velho Imperador","Tereza Melo",2017
4864,"O Quarto Caminho","André Monteiro",2017
4865,"O Grande Caminho","Vitória Borges",2020
4866,"A Quarto Segredo","Paulo Medeiros",2021
4867,"O Último Ditador","Amanda Ribeiro",2022
4868,"A Segundo Ditador","Ricardo Fonseca",2023
4869,"O Terceiro Imperador","Eliane Azevedo",2020
4870,"A Velho Mestre","Thiago Monteiro",2021
4871,"A Sensasional Caminho","Carlos Castro",2021
4872,"O Último Filosofo","Erick Pinheiro",2016
4873,"O Último Tesouro","Guilherme Lopes",2016
4874,"A Terceiro Sonho","Guilherme Araújo",2022
4875,"A Quarto Destino","Fabrício Mendes",2019
4876,"O Quarto Filosofo","Cássio Santos",2015
4877,"A Terceiro Mestre","Pedro Pereira",2017
4878,"O Terceiro Médico","Sônia Barros",2015
4879,"A Primeiro Mansao","Vanessa Ferreira",2017
4880,"O Segundo Médico","Carlos Machado",2013
4881,"O Segundo Desafio","Amanda Vieira",2019
4882,"A Segundo Segredo","Ricardo Ribeiro",2017
4883,"O Primeiro Médico","Patrícia Cavalcanti",2019
4884,"A Último Mestre","Júlia Coutinho",2013
4885,"O Segundo Tesouro","Viviane Gomes",2015
4886,"A Primeiro Jogador","Stella Andrade",2019
4887,"A Último Tesouro","Diogo Cavalcanti",2021
4888,"A Novo Segredo","Gabriel Pereira",2016
4889,"O Perdido Mansao","Tereza Nunes",2011
4890,"A Sensasional Mistério","Elias Nunes",2010
4891,"O Encontrado Desafio","Maria Nunes",2012
4892,"O Último Imperador","Ana Ferreira",2021
4893,"A Perdido Caminho","Juliano Barros",2016
4894,"A Sensasional Mansao","Mônica Dias",2023
4895,"O Último Desafio","Maria Freitas",2013
4896,"O Pequeno Tesouro","Rodrigo Vieira",2020
4897,"O Grande Tesouro","Isaac Azevedo",2014
4898,"O Sensasional Casa","Vitória Moura",2015
4899,"A Pequeno Caminho","Sheila Azevedo",2023
4900,"O Perdido Sonho","Lívia Medeiros",2012
4901,"A Encontrado Casa","Bianca Barros",2010
4902,"O Primeiro Jogador","Lucas Pereira",2018
4903,"O Primeiro Casa","Hugo Nunes",2011
4904,"A Segundo Desafio","Sabrina Rodrigues",2020
4905,"O Velho Sonho","Adriana Borges",2010
4906,"O Terceiro Caminho","Ivan Teixeira",2020
4907,"O Pequeno Casa","Erick Nunes",2017
4908,"A Terceiro Mansao","Rodrigo Neves",2014
4909,"O Terceiro Casa","Maria Martins",2011
4910,"A Segundo Destino","Fábio Rocha",2011
4911,"A Último Desafio","Rebeca Monteiro",2016
4912,"A Pequeno Médico","Isaac Vieira",2021
4913,"A Terceiro Destino","Ivana Dias",2019
4914,"A Segundo Destino","Sheila Costa",2014
4915,"A Segundo Mistério","Nelson Oliveira",2022
4916,"O Terceiro Casa","Rafael Ferreira",2014
4917,"A Quarto Ditador","André Teixeira",2015
4918,"A Primeiro Mistério","Ivan Santos",2012
4919,"A Perdido Destino","Sérgio Teixeira",2014
4920,"A Pequeno Casa","Fábio Castro",2014
4921,"O Velho Casa","Amanda Ribeiro",2021
4922,"O Terceiro Segredo","Vitória Souza",2010
4923,"O Grande Jogador","Alice Leal",2021
4924,"A Sensasional Destino","Otávio Ramalho",2012
4925,"A Pequeno Jogador","Nicole Moura",2018
4926,"A Último Amor","Valéria Lima",2013
4927,"A Grande Sonho","Elaine Ramalho",2010
4928,"A Primeiro Mistério","Simone Moura",2021
4929,"A Primeiro Desafio","Geraldo Carvalho",2019
4930,"A Grande Desafio","Paula Sampaio",2022
4931,"O Novo Ditador","Mônica Martins",2020
4932,"O Encontrado Filosofo","Yasmin Gomes",2012
4933,"O Quarto Mestre","Juliano Teixeira",2022
4934,"O Quarto Filosofo","Valéria Fonseca",2020
4935,"A Grande Caminho","Lucas Leal",2018
4936,"A Pequeno Destino","Sabrina Andrade",2020
4937,"O Primeiro Caminho","Léo Ferreira",2017
4938,"A Velho Filosofo","Rebeca Oliveira",2015
4939,"A Perdido Ditador","João Fonseca",2016
4940,"O Quarto Médico","Fabrício Lima",2022
4941,"A Novo Sonho","Stella Moura",2021
4942,"O Quarto Mistério","Stella Tavares",2022
4943,"O Sensasional Segredo","Iris Cavalcanti",2020
4944,"A Quarto Mestre","Rodrigo Ribeiro",2012
4945,"O Velho Destino","Marcos Ribeiro",2013
4946,"O Encontrado Mestre","Enzo Araújo",2014
4947,"O Pequeno Casa","Isabela Santos",2018
4948,"O Velho Caminho","Giovanna Barros",2022
4949,"O Perdido Casa","Daniel Monteiro",2019
4950,"A Velho Médico","Eduardo Monteiro",2017
4951,"O Perdido Mistério","Diego Ferreira",2015
4952,"O Velho Mansao","Simone Coutinho",2013
4953,"A Terceiro Mansao","Renata Ferreira",2022
4954,"O Sensasional Desafio","Diego Ribeiro",2019
4955,"A Quarto Caminho","Lucas Machado",2012
4956,"A Perdido Desafio","Mônica Azevedo",2012
4957,"O Novo Caminho","Erick Cardoso",2012
4958,"O Quarto Mestre","Priscila Medeiros",2018
4959,"O Quarto Desafio","Daniel Marques",2014
4960,"A Último Ditador","Bianca Araújo",2015
4961,"A Perdido Mansao","Carolina Medeiros",2021
4962,"A Velho Destino","Tatiana Medeiros",2015
4963,"O Novo Mistério","Sônia Sampaio",2017
4964,"A Perdido Ditador","Lauro Silva",2013
4965,"O Primeiro Filosofo","Beatriz Barros",2016
4966,"O Último Imperador","Eliane Moura",2015
